BUYER_COUNTY,BUYER_STATE,year_x,DOSAGE_UNIT,TOT_POP,drugdensity,densitybins,TOT_MALE,TOT_FEMALE,WA_PER,BA_PER,IA_PER,H_PER,GRNDTOT,Poverty_Percent,Median_Income,ltHS,HS,sCorA,B+,ObesityPercent,democrat,republican,Unemp_Yearly_Rate,crimerate
SCOTT,IA,2007,292390,162379,1.8,1,79689,82690,89.95,6.31,0.38,4.62,8737.75,11.4,48373,10.65,30.1,30.85,28.4,26.3,55.22,43.65,3.75,0.05
LOUDOUN,VA,2006,292204,264993,1.1,1,132835,132158,77.32,8.39,0.32,10.12,6709.5,2.9,99619,7,15.3,24.25,53.5,24.1,48.64,50.55,2.16,0.03
SANGAMON,IL,2006,292130,193166,1.51,1,92286,100880,86.58,10.46,0.25,1.68,4312,12.4,48491,9.75,29.35,29.5,31.4,27.2,45.95,52.82,4.13,0.02
BARTOW,GA,2007,292100,92777,3.15,2,45686,47091,86.87,10.72,0.37,6.35,4683,11.6,48366,22.75,34.3,26.25,16.75,26.9,26.48,72.43,4.952953714,0.05
LAWRENCE,PA,2006,292000,91222,3.2,2,43780,47442,94.7,3.81,0.13,0.92,3184.5,13.3,39046,14.25,44.9,22.95,17.95,27.5,48.03,51.21,5.38,0.03
RICHMOND,NC,2009,292000,45923,6.36,3,22790,23133,65.46,30.53,1.88,5.23,3632,30,30449,25.3,35.95,26.55,12.2,31.6,50.45,48.59,13.96,0.08
OUACHITA,LA,2006,291950,150054,1.95,1,70754,79300,62.63,35.45,0.33,1.72,10492.75,21.2,35400,17.9,32,26.6,23.5,29,35.53,63.42,7.252,0.07
LAURENS,SC,2011,291810,66467,4.39,3,32285,34182,72.13,25.93,0.32,4.17,2692,23.1,35839,26.05,34.9,25.9,13.15,37.8,40.51,58.1,11.62,0.04
MIAMI,OH,2012,291800,102918,2.84,2,50692,52226,94.68,2.08,0.21,1.42,4222,12.5,52622,13.85,38.6,28.9,18.65,31.5,31.54,66.63,7.27,0.04
LANCASTER,SC,2012,291790,79322,3.68,3,38869,40453,74.14,23.49,0.35,4.71,3215,19.9,43479,22.3,34.3,25.85,17.65,32.6,40.49,58.33,11.25,0.04
ROANOKE,VA,2012,291720,92723,3.15,2,44284,48439,89.74,5.42,0.17,2.47,3773,7.4,58550,11.05,26.85,30.6,31.45,26.5,36.53,61.75,5.22,0.04
WISE,VA,2006,291720,41672,7,3,21393,20279,92.95,5.68,0.22,1.05,2465,20.1,31038,30.95,31.05,25.6,12.35,28.2,37.94,60.62,4.53,0.06
SAINT CLAIR,MI,2006,291700,170236,1.71,1,84581,85655,95.04,2.62,0.53,2.65,3832.75,12.1,49364,13.55,35.9,35.3,15.3,29.6,47.82,50.62,5.072493647,0.02
LINCOLN,NC,2012,291660,78693,3.71,3,39002,39691,91.92,5.77,0.39,6.87,3528,14.6,47799,21.95,31.35,30.1,16.6,28.8,29.98,68.71,9.59,0.04
SALINE,AR,2011,291650,109541,2.66,2,54033,55508,92.01,5.1,0.59,3.89,2951,10,54372,13.8,34.9,30.4,20.95,31.5,27.61,69.88,6.65,0.03
ECTOR,TX,2009,291640,134866,2.16,1,67499,67367,91.78,4.98,1.2,52.44,12733,16.9,43935,28.5,28.1,29.85,13.5,32.3,25.46,73.65,5.296,0.09
ALLEGANY,MD,2010,291540,75087,3.88,3,38842,36245,89.46,8.07,0.15,1.44,5955,17.1,37083,15.3,42.05,26.45,16.15,28.4,34.4,63.15,9.34,0.08
BOSSIER,LA,2012,291450,123154,2.37,2,61000,62154,74.32,20.97,0.66,6.17,2236,13.3,52725,14.1,30.6,33.45,21.9,34.2,26.68,72.05,5.76,0.02
SAINT LAWRENCE,NY,2012,291430,112357,2.59,2,57186,55171,94.1,2.45,1.01,2.09,3966,19.7,41640,16.35,36.95,26.95,19.75,28.6,55.09,36.41,7.747876585,0.04
HARNETT,NC,2009,291420,115213,2.53,2,56728,58485,74.16,22.07,0.99,9.02,5387,17.3,42792,19.4,31.5,32.55,16.55,31.9,40.91,58.17,11.35,0.05
WASHINGTON,AR,2006,291400,190690,1.53,1,95428,95262,90.66,3.53,1.34,12.61,11842.25,15.1,41505,18.15,28.55,25.1,28.2,22,42.74,55.62,3.62,0.06
TAZEWELL,IL,2010,291360,135394,2.15,1,66719,68675,96.76,1.05,0.29,1.86,0,9.9,50737,11.1,33.3,33.55,22.05,26.8,43.03,54.98,9.92,0
BEAUFORT,SC,2009,291330,153274,1.9,1,76399,76875,75.98,20.87,0.42,9.5,5217,12,54085,9.75,23.25,30.5,36.5,21,43.28,55.75,8.72,0.03
HENDERSON,KY,2011,291260,46340,6.29,3,22389,23951,89.84,7.82,0.25,1.95,4520,16.7,41244,17.7,36.75,30.25,15.3,32.7,45.24,53.45,9,0.1
CHAMPAIGN,IL,2009,291240,195341,1.49,1,98083,97258,78.34,12.04,0.32,4.5,0,19.9,42101,6.95,23.1,28.95,40.95,26.5,56.35,41.45,8.33,0
BOSSIER,LA,2011,291100,120122,2.42,2,59097,61025,74.54,20.87,0.68,6.13,1054,14.1,50577,14.1,30.6,33.45,21.9,35.9,26.94,71.88,5.87,0.01
MADERA,CA,2011,291080,151702,1.92,1,73134,78568,86.36,4.27,4.55,54.51,4346,23.6,44795,31.5,25.05,30.55,12.9,27.6,40.73,56.91,16.08,0.03
HARNETT,NC,2008,291000,111600,2.61,2,54944,56656,74.33,22.09,0.97,8.56,4686.25,15.2,43626,19.4,31.5,32.55,16.55,31.7,41.24,57.93,6.56,0.04
COLUMBIANA,OH,2009,290960,107716,2.7,2,54240,53476,95.77,2.68,0.26,1.64,1931,16.4,38004,15.95,46.4,25.3,12.35,35.8,44.62,53.29,13.38,0.02
PUTNAM,TN,2007,290753,70123,4.15,3,34939,35184,94.76,2.64,0.32,4.9,5073.75,21.6,36131,21.05,34.9,21.55,22.5,27.3,36.73,61.74,4.53,0.07
YELLOWSTONE,MT,2008,290700,142687,2.04,1,69607,73080,92.32,0.83,4.5,4.13,3891,10.8,49337,9.3,30.7,31.65,28.3,25.8,45.49,51.8,3.79,0.03
POTTAWATOMIE,OK,2008,290610,69354,4.19,3,33474,35880,79.15,3.83,12.01,4.48,4168,16.5,42013,16.95,35.55,30.75,16.75,33.9,30.82,69.18,3.85,0.06
RICHMOND,NC,2011,290540,46647,6.23,3,22919,23728,62.89,31.02,2.94,5.91,3351,25.2,32932,25.3,35.95,26.55,12.2,34.9,50.82,48.23,14.41,0.07
RICHLAND,OH,2012,290520,122622,2.37,2,62096,60526,87.86,9.32,0.21,1.56,8056,18.4,41772,16.45,41.65,27,14.9,33,39.31,58.68,8.72,0.07
WELD,CO,2006,290480,234296,1.24,1,118384,115912,95.17,1.03,1.13,28.53,11896,14.3,52037,16.35,27.1,32.25,24.3,21.2,40.31,58.05,4.68,0.05
BERKSHIRE,MA,2006,290400,130442,2.23,1,62756,67686,94.78,2.47,0.2,2.37,3794.25,12.1,46430,12.05,32,26.35,29.6,21.6,74.03,24.12,4.48,0.03
LEE,NC,2010,290200,57866,5.02,3,28264,29602,75.65,20.42,1.17,18.28,2874,18.6,41999,20.85,27.8,32.15,19.2,29.2,44.95,53.99,12.77,0.05
GRANT,IN,2010,290160,70061,4.14,3,33687,36374,89.76,7.12,0.38,3.59,3435,19.8,35976,16.9,41.35,26.15,15.6,31.7,40.43,57.97,11.58,0.05
PORTSMOUTH CITY,VA,2012,290150,96467,3.01,2,46513,49954,41.73,53.69,0.47,3.43,8110,19.5,41699,19.4,29.35,33.4,17.85,36.9,70.77,28,7.747876585,0.08
HENRY,IN,2012,290140,49111,5.91,3,25271,23840,95.7,2.52,0.17,1.54,1506,15.6,41565,15.85,44,26,14.1,32,40.05,57.02,10.04,0.03
LYCOMING,PA,2009,290060,116754,2.48,2,57300,59454,93.43,4.7,0.26,1.28,4747,14.7,40007,14.95,40.65,25.85,18.6,30.5,36.17,62.61,8.81,0.04
FAULKNER,AR,2012,289860,118523,2.45,2,58006,60517,85.29,10.77,0.69,3.91,4505,14.4,49843,12.75,30.9,28.9,27.45,28.9,32.85,64.45,6.62,0.04
WASHINGTON,VA,2009,289850,53010,5.47,3,25857,27153,96.26,2.24,0.21,1.31,2236,13.9,40638,21.55,31.8,26.9,19.75,27.4,31.58,66.91,5.765,0.04
MARTINSVILLE CITY,VA,2010,289820,13821,20.97,4,6293,7528,51.88,45.24,0.27,3.99,1376,24,29887,25.3,29.65,26.35,18.75,32.3,62.41,36.11,9.298865845,0.1
NASSAU,FL,2009,289680,70677,4.1,3,34964,35713,88.61,8.67,0.5,3.38,0,11.5,55180,13.8,33.7,29.45,23.05,28.6,27.11,72.12,8.737681398,0
ROBERTSON,TN,2009,289620,66610,4.35,3,33022,33588,89.09,8.85,0.39,6.1,3400,13.5,50539,19.25,39.25,26.55,15,32.3,33.19,65.4,10.22,0.05
IMPERIAL,CA,2011,289610,175813,1.65,1,90223,85590,89.59,3.7,2.61,81.09,8514,26,36898,36.3,22.75,28.65,12.3,22.1,64.45,33.87,29.01,0.05
MACON,IL,2009,289530,108322,2.67,2,51721,56601,82.22,14.91,0.27,1.92,0,15.1,44407,13.4,36.15,30.6,19.8,32.6,48.97,49.47,11.47,0
JOHNSON,KY,2009,289500,23963,12.08,4,11730,12233,97.41,0.95,0.17,1,1497,22.9,32063,28.25,34.85,24.7,12.2,38.3,25.96,72.01,8.841666667,0.06
GEORGETOWN,SC,2011,289490,60188,4.81,3,28645,31543,64.95,33.44,0.27,2.97,2919,22.4,40864,19.15,29.45,27.85,23.55,34.8,46.03,53.06,13.58,0.05
WICOMICO,MD,2008,289460,93898,3.08,2,44797,49101,72.64,23.49,0.28,3.66,7208.5,12.8,48614,15.35,33.85,25.95,24.85,31.7,46.44,52.2,5.16,0.08
WASHINGTON,RI,2009,289360,127954,2.26,2,62138,65816,94.25,1.54,0.94,2.56,4310,7.9,66705,8.7,24.45,26.6,40.25,21.2,58.57,39.13,8.92,0.03
CHESAPEAKE CITY,VA,2007,289300,218105,1.33,1,105722,112383,66.12,29.28,0.34,3.46,9464.75,8,63016,11.45,26.75,33.75,28.1,26.9,48.24,50.98,4.952953714,0.04
MERCER,WV,2009,289300,62062,4.66,3,29889,32173,92.5,5.71,0.21,0.89,2896,21.3,32098,22.2,37.8,23.15,16.8,34,32.96,65.41,6.52,0.05
JOHNSON,TX,2006,289270,146009,1.98,1,73255,72754,92.83,4.12,0.74,16,5632,9.9,50665,19.15,33.1,31.6,16.15,27.8,25.89,73.36,4.77,0.04
CHITTENDEN,VT,2006,289100,150263,1.92,1,73278,76985,94.63,1.35,0.37,1.66,4127,9.2,54664,7.75,21.75,25.1,45.4,18.9,67.49,30.33,3.26,0.03
GREENWOOD,SC,2009,289070,69990,4.13,3,33183,36807,65.89,31.55,0.3,4.87,4112,19.5,39586,21.75,30.25,26.9,21.1,34.3,41.66,57.22,12.5,0.06
SAINT CLAIR,AL,2011,288920,83963,3.44,3,42010,41953,88.99,8.68,0.34,2.09,0,17.3,48040,22.25,35.4,28.8,13.55,31.7,16.84,82.23,8.610905865,0
COMANCHE,OK,2009,288840,111360,2.59,2,58343,53017,69.32,18.02,5.98,10.94,6460,15,45672,12.45,32.1,34.9,20.5,32.9,41.29,58.71,5.2,0.06
MADISON,KY,2009,288830,83312,3.47,3,40215,43097,92.87,4.71,0.31,1.74,4182,19.2,40241,19,29,25.95,26.05,30.4,37.2,61.25,6.4,0.05
CARROLL,MD,2006,288807,168463,1.71,1,83270,85193,93.31,3.92,0.24,1.99,4445,4,73761,11.25,31.7,27.35,29.7,23.5,31.03,66.98,3.16,0.03
BROWN,TX,2011,288790,37998,7.6,3,18781,19217,93.58,3.6,0.7,20.09,2057,20.4,38466,19.9,36.45,27.25,16.4,31.1,14.94,84.03,7.99,0.05
CHRISTIAN,MO,2012,288790,79656,3.63,3,38765,40891,96.26,0.67,0.67,2.64,2444,12.4,52413,11.2,32.75,31.55,24.4,30.4,25.85,72.37,5.83,0.03
AIKEN,SC,2006,288740,150840,1.91,1,73058,77782,72.11,25.63,0.41,3.45,5332.25,13.4,43598,18.05,31.75,27.3,22.85,30,35.34,63.55,6.4,0.04
HOWELL,MO,2012,288730,40545,7.12,3,19732,20813,96.78,0.38,0.68,1.76,1496,21.1,32492,20.45,38.65,27.75,13.15,32.4,26.89,70.62,8.18,0.04
CRAIGHEAD,AR,2008,288700,93528,3.09,2,45198,48330,86.28,11.35,0.53,3.62,9260.75,17.5,39989,17.2,33,26.05,23.7,31.9,36.47,60.97,4.87,0.1
HOUSTON,GA,2006,288660,127495,2.26,2,62519,64976,69.16,26.81,0.4,4.91,5239,13,49154,12.5,30.65,34.3,22.6,29.2,36.42,62.92,5.072493647,0.04
WARREN,KY,2007,288600,104600,2.76,2,51095,53505,87.69,8.91,0.27,3.92,6399.75,18,42303,15.75,30.35,26.35,27.55,29.5,39.04,59.96,4.32,0.06
POTTER,TX,2010,288490,121073,2.38,2,61919,59154,82.04,10.72,1.21,35.26,9850,24.5,35323,26.15,29.85,29.85,14.15,34.2,28.36,70.34,6.3,0.08
FLAGLER,FL,2012,288390,98447,2.93,2,47314,51133,83.89,11.52,0.36,9.36,0,15.3,44460,11.1,32.7,33.8,22.4,24.6,45.87,53.3,7.747876585,0
WASHINGTON,MD,2006,288390,143258,2.01,1,73245,70013,87.87,9.37,0.25,2.53,7208.25,9.5,51109,17.6,37.8,26.55,18.05,28.3,38.91,59.61,4.47,0.05
YOLO,CA,2006,288090,189057,1.52,1,92610,96447,80.75,2.82,1.34,28.44,7883.75,16.9,50027,17.05,19.35,26.25,37.35,22.5,63.31,34.87,5.17,0.04
STEPHENS,OK,2010,287720,45048,6.39,3,21961,23087,87.71,2.01,5.26,6.19,2364,15.5,40996,18.2,38.85,25.95,17,29.4,23.67,76.33,7.82,0.05
STANLY,NC,2012,287700,60456,4.76,3,30056,30400,85.18,11.08,0.38,3.67,3238,17.2,42816,20.7,34.9,29.7,14.6,29.8,29.36,69.31,9.93,0.05
CARTERET,NC,2011,287630,67405,4.27,3,33292,34113,90.22,6.2,0.58,3.64,3722,16.7,45507,13.55,27.65,35.55,23.25,28.1,29.79,69.03,9.72,0.06
LEE,NC,2012,287630,59259,4.85,3,28972,30287,75.22,20.4,1.31,19.31,3422,17.8,43424,20.85,27.8,32.15,19.2,29.3,44.56,54.28,11.34,0.06
NEWPORT NEWS CITY,VA,2010,287630,180719,1.59,1,87263,93456,51.09,41.49,0.56,7.52,9184,15.1,49228,13.1,28.95,35.55,22.35,33.9,64.12,34.77,9.298865845,0.05
MONONGALIA,WV,2012,287580,100917,2.85,2,51986,48931,91,3.69,0.19,2.03,3893,20.7,41503,12.35,29.85,21.75,36.1,27.4,43.93,53.47,5.21,0.04
YAMHILL,OR,2012,287570,99894,2.88,2,50068,49826,92.21,1,2,15.15,3060,16.9,49656,14.45,28.65,33.85,23,29.9,44.89,51.38,8.5,0.03
DARLINGTON,SC,2006,287470,66977,4.29,3,31791,35186,57.14,41.46,0.26,1.58,4137.25,20.3,35807,24.65,34,25.65,15.65,30.8,47.96,51.14,7.67,0.06
RUTHERFORD,NC,2010,287420,67810,4.24,3,32781,35029,87.4,10.21,0.28,3.53,4010,25,35057,24.1,32.85,28.2,14.9,30,33.11,65.69,16.71,0.06
NEVADA,CA,2008,287360,97399,2.95,2,48138,49261,94.46,0.88,1.01,8.11,3249.5,9.2,56030,8.1,21.15,39.8,30.95,21.3,51.43,46.12,6.6,0.03
BARREN,KY,2011,287296,42329,6.79,3,20549,21780,93.51,3.94,0.32,2.72,2019,21.7,36298,24.15,40.45,21.7,13.65,30.8,32.53,66,9.81,0.05
MCMINN,TN,2008,287290,52737,5.45,3,25596,27141,92.94,4.75,0.36,2.97,2908.25,16.3,40529,23.35,39.75,23.75,13.1,32.4,29.49,69.13,8.73,0.06
ORANGE,TX,2009,287200,82063,3.5,3,40467,41596,87.43,9.4,0.79,6.87,4768,15.6,45532,15.95,38.65,32.05,13.35,29.9,25.07,74,8.886,0.06
GLYNN,GA,2010,287176,79626,3.61,3,37855,41771,70.3,26.33,0.48,6.44,3609,18.8,42993,14.85,28.55,30.3,26.4,28.2,37.05,62.24,9.298865845,0.05
PERRY,KY,2008,287140,29172,9.84,3,14239,14933,96.35,2.01,0.13,0.82,1373.75,27.2,28124,32.55,33.45,23.3,10.75,36,33.2,65.18,7.07,0.05
COOS,OR,2012,287100,62678,4.58,3,30905,31773,91.23,0.5,2.83,5.74,2098,20.6,36057,14.45,30.9,37.8,16.8,28.3,44.78,51.15,11.08,0.03
CAMPBELL,KY,2008,287000,87530,3.28,2,42424,45106,95.74,2.41,0.2,1.57,7480,11.5,50566,14.35,33.05,26.35,26.2,29,38.77,59.67,6.27,0.09
DANVILLE CITY,VA,2011,286990,42642,6.73,3,19503,23139,48.55,48.94,0.28,2.96,5612,26.5,31545,25.5,29.55,28.6,16.4,35.1,60.13,38.82,8.610905865,0.13
PAYNE,OK,2012,286980,78724,3.65,3,40153,38571,81.66,3.73,5.09,4.13,3055,23.4,37874,11,26.75,26.75,35.5,29.6,35.82,64.18,4.7,0.04
WILKES,NC,2008,286900,66732,4.3,3,33008,33724,93.45,4.75,0.24,5.6,3985.75,20.9,34692,27.85,31.7,27.1,13.35,28.6,30.06,68.25,7.46,0.06
SALINE,AR,2010,286770,107118,2.68,2,52899,54219,92.5,4.74,0.59,3.82,4747,9.6,53430,13.8,34.9,30.4,20.95,31.5,27.88,69.71,6.68,0.04
HUNT,TX,2012,286710,87001,3.3,2,42999,44002,87.11,8.36,1.17,14.1,3563,19.5,42821,19.3,34.4,28.35,17.95,30.3,23.78,74.91,8.43,0.04
CREEK,OK,2012,286700,70730,4.05,3,35004,35726,80.29,2.34,10.41,3.55,1111,15.8,44130,17.85,40.75,27.75,13.65,35.5,27.3,72.7,6.06,0.02
WAYNE,IN,2011,286700,68628,4.18,3,33281,35347,91.33,4.97,0.32,2.58,2658,21.1,36559,18.2,38.6,27.25,15.95,27.6,42.96,54.9,11.12,0.04
LENAWEE,MI,2012,286630,99004,2.9,2,50124,48880,94.35,2.74,0.55,7.57,3877,13.4,48427,12.9,37.7,31.05,18.4,32.5,48.69,49.98,8.42,0.04
WINDHAM,CT,2009,286530,117478,2.44,2,58389,59089,93.97,2.83,0.52,8.81,2661,9.8,56342,16,34.2,28.1,21.7,30.2,59.45,38.9,8.78,0.02
BOWIE,TX,2009,286510,93760,3.06,2,47543,46217,72.91,23.8,0.88,7.57,7113,19.8,40634,17.65,33.7,30.9,17.65,32.9,30.25,69.06,6.874,0.08
CRAIGHEAD,AR,2011,286490,98392,2.91,2,48001,50391,83.2,13.51,0.5,4.58,10085,20.6,39410,17.2,33,26.05,23.7,34,34.02,63.39,7.38,0.1
NORTHUMBERLAND,PA,2008,286460,91615,3.13,2,45663,45952,96.3,2.43,0.17,2.19,3319.75,13.3,40265,18,50.25,18.6,13.25,28.3,42.25,56.07,6.53,0.04
HARALSON,GA,2010,286300,28780,9.95,3,14072,14708,93.2,4.73,0.25,1.1,897,20.7,39046,29,36.45,22.95,11.55,31.6,18.75,79.71,9.298865845,0.03
PORTER,IN,2006,286160,158227,1.81,1,77924,80303,94.85,2.63,0.29,6.43,5223.25,9,58176,9.7,36.15,29.1,25.05,27.2,49.15,49.72,4.4,0.03
JACKSON,AL,2009,286130,52781,5.42,3,25833,26948,91.72,4.62,1.43,2.12,2589,16.4,35015,25.8,37.8,24.5,11.9,30.5,29.98,68.14,12.78,0.05
KINGS,CA,2009,285860,148136,1.93,1,85107,63029,83.47,8.43,1.85,49.23,9376,19.5,44102,29.15,27.2,31.9,11.7,27.6,41.83,56.16,14.26,0.06
CARTER,TN,2010,285850,57424,4.98,3,28097,29327,97.01,1.35,0.22,1.55,2946,26,31145,24.2,37.05,24.6,14.15,30,24.45,74.01,10.92,0.05
POLK,GA,2009,285730,42243,6.76,3,21340,20903,83.52,14.2,0.36,12.39,1591,22.5,37989,30,36.65,23,10.35,29.1,28.18,70.37,8.737681398,0.04
CRAWFORD,PA,2010,285510,88765,3.22,2,43333,45432,96.5,1.76,0.19,0.93,2283,19.7,38302,15.05,46.9,20.5,17.55,29.8,41.65,56.78,9.47,0.03
BARROW,GA,2010,285430,69367,4.11,3,34208,35159,82.47,11.58,0.44,8.7,2817,12,52391,21.75,35.05,29.1,14.1,32.2,25.5,73,9.298865845,0.04
LIVINGSTON,MI,2008,285430,182121,1.57,1,91414,90707,96.45,1.05,0.42,1.92,2325,6.5,72090,6.6,27,34.95,31.45,26.9,42.5,55.79,6.33,0.01
BENTON,AR,2006,285370,201555,1.42,1,100559,100996,92.89,1.97,1.6,13.51,9696.25,10.5,46447,16.05,31.25,26.7,26,26.3,30.57,67.78,3.32,0.05
IMPERIAL,CA,2012,285370,176678,1.62,1,90665,86013,89.62,3.66,2.58,81.51,8146,22.8,38185,36.3,22.75,28.65,12.3,25,65.18,33.13,27.97,0.05
CREEK,OK,2008,285360,69442,4.11,3,34190,35252,83.25,3.11,8.96,3.62,1875.25,12.7,43282,17.85,40.75,27.75,13.65,32.3,29.18,70.82,4.25,0.03
SCHENECTADY,NY,2009,285320,151762,1.88,1,73884,77878,84.53,9.28,0.42,5.3,6021,11.6,52675,12.5,30.2,28.7,28.55,28,55.1,40.83,7.28,0.04
ROANOKE,VA,2009,285310,90919,3.14,2,43101,47818,90.01,6.26,0.2,2.32,3970,6.1,56508,11.05,26.85,30.6,31.45,26.9,38.28,60.41,4.215,0.04
TAZEWELL,IL,2008,285300,131545,2.17,1,64955,66590,96.23,1.82,0.31,1.94,0,7.8,55964,11.1,33.3,33.55,22.05,26.4,46.02,52.07,5.22,0
LA PORTE,IN,2008,285220,110872,2.57,2,57263,53609,86.94,10.73,0.37,4.64,7170,12.7,46388,15.75,39.9,28.4,15.9,29.1,60.23,38.19,6.24,0.06
WASHINGTON,WI,2009,285200,130538,2.18,1,65094,65444,96.4,1.19,0.4,2.35,12327,5.7,61756,8.4,32.65,33.1,25.8,28.4,33.28,65.49,8.67,0.09
WASHINGTON,RI,2008,285100,127068,2.24,1,61818,65250,94.39,1.43,0.96,2.43,4257,8.2,71056,8.7,24.45,26.6,40.25,20.7,59.07,38.73,6.59,0.03
LEHIGH,PA,2006,285000,333051,0.86,1,162012,171039,90.01,5.54,0.28,14.14,11246,11.8,48590,15.35,34,24.45,26.2,24.4,54.04,44.97,4.55,0.03
BELMONT,OH,2007,284920,68458,4.16,3,34441,34017,93.84,4.71,0.19,0.72,971,15.3,35780,14.35,44.25,27.75,13.6,29.5,50.91,47.38,5.59,0.01
BEAUFORT,SC,2008,284700,150679,1.89,1,75089,75590,75.89,21.06,0.4,9.31,4555.75,10.1,55897,9.75,23.25,30.5,36.5,20.1,44.14,54.92,5.29,0.03
LEWIS,WA,2007,284700,73752,3.86,3,36821,36931,94.69,0.87,1.48,7.38,3655.25,14.2,43223,16,31.85,38,14.15,34.4,37.71,60.05,7.84,0.05
MARSHALL,AL,2006,284700,86871,3.28,2,42633,44238,95.04,2.61,0.6,9.11,4300.5,17.5,37142,25.3,30.9,28,15.8,27.9,24.03,74.96,3.47,0.05
ELLIS,TX,2007,284600,142999,1.99,1,71054,71945,86.79,10.39,0.79,23.07,4709.25,10.7,55617,18.7,29.8,31.9,19.6,29.1,27.62,71.66,4.1,0.03
MENDOCINO,CA,2011,284530,87334,3.26,2,43586,43748,87.21,0.91,6.16,22.7,4906,20.2,41236,16.15,26.1,35.25,22.5,24.2,67.07,27.38,11.29,0.06
RENO,KS,2011,284500,64420,4.42,3,32276,32144,93.44,3.1,0.78,8.25,2645,12.8,41892,14.8,29.75,36.85,18.65,33.4,34.18,63.46,6.04,0.04
STRAFFORD,NH,2009,284430,123568,2.3,2,60033,63535,95.21,1.11,0.3,1.78,6131,10,55415,10.6,29,29.35,31.05,29.5,58.71,39.84,6.18,0.05
SEVIER,TN,2007,284180,83994,3.38,3,40966,43028,96.13,1.77,0.35,2.76,4333.5,12.7,40312,20.95,36.4,26.85,15.75,27.3,25.97,72.95,5.02,0.05
FORREST,MS,2006,284100,76850,3.7,3,36360,40490,63.43,34.1,0.33,2.07,5560,21.8,30925,17,27.75,30.45,24.75,31.5,40.31,59.02,5.12,0.07
MONTGOMERY,TN,2007,284078,152997,1.86,1,76342,76655,75.51,19.47,0.61,7.44,8721.5,12.7,48536,11.95,29.95,35.4,22.75,29.6,44.37,54.65,4.69,0.06
BELMONT,OH,2011,283860,70122,4.05,3,35480,34642,94.13,4.04,0.14,0.72,811,15.7,40300,14.35,44.25,27.75,13.6,32,46.21,51.71,9.53,0.01
RUSSELL,AL,2012,283800,57482,4.94,3,28224,29258,54.24,42.08,0.52,4.58,804,23.6,34310,25.3,32.7,28.7,13.3,34.8,55.62,43.85,8.78,0.01
STEPHENS,OK,2011,283290,45117,6.28,3,21990,23127,87.52,1.92,5.37,6.38,2088,15.3,43765,18.2,38.85,25.95,17,30.8,23.53,76.47,5.84,0.05
CANADIAN,OK,2007,283170,104072,2.72,2,51778,52294,87.27,3.06,4.55,6.01,3100,8,58044,10.35,30.65,35.45,23.55,27.7,23.55,76.45,3.8,0.03
FLATHEAD,MT,2007,283060,87282,3.24,2,43661,43621,95.92,0.45,1.52,2.43,2521.25,12.5,45122,9.15,29.85,35.2,25.75,20,35.16,60.64,3.97,0.03
CANYON,ID,2006,282700,171500,1.65,1,85679,85821,95.35,0.8,1.14,20.74,8812.5,14.2,41734,19.7,31.2,32.6,16.5,28.5,27.73,70.62,3.91,0.05
BEAUFORT,SC,2012,282680,167409,1.69,1,82596,84813,77.05,19.35,0.45,11.58,4719,13.1,54139,9.75,23.25,30.5,36.5,22.5,40.72,58.24,7.53,0.03
WINNEBAGO,WI,2008,282620,162102,1.74,1,81543,80559,94.52,1.76,0.61,3.25,11578.25,7.9,53661,10.65,35.85,28.4,25.05,27.6,54.94,43.28,4.39,0.07
COOS,OR,2008,282600,62980,4.49,3,30930,32050,92.81,0.71,2.4,5.37,2119,17.8,37128,14.45,30.9,37.8,16.8,30.5,46.53,49.61,8.3,0.03
MERRIMACK,NH,2007,282600,148559,1.9,1,73353,75206,96.5,0.99,0.29,1.64,12889.25,8.1,59437,9.25,28.8,29.8,32.15,23.8,55.24,43.61,3.31,0.09
CAPE MAY,NJ,2011,282530,96490,2.93,2,46914,49576,92.13,4.92,0.32,6.44,8668,11.8,52312,13.65,34.65,25,26.65,26.3,45.24,53.88,15.3,0.09
LANCASTER,SC,2011,282510,77846,3.63,3,38247,39599,74.03,23.73,0.36,4.66,2573,18.5,40372,22.3,34.3,25.85,17.65,34.7,40.86,57.96,13.35,0.03
MARTINSVILLE CITY,VA,2009,282240,14623,19.3,4,6607,8016,56.51,41.05,0.27,4.12,1371,25.1,28298,25.3,29.65,26.35,18.75,32.4,62.95,35.78,8.737681398,0.09
WALWORTH,WI,2010,282200,102228,2.76,2,51237,50991,96.53,1.05,0.41,10.35,8117,12.8,52823,12.4,32.5,29.95,25.15,26,45.53,53,9.03,0.08
WILSON,NC,2009,282184,78327,3.6,3,37385,40942,58.33,39.36,0.46,8.35,6729,20.3,39511,24.95,32.35,25.75,16.95,32.2,52.98,46.52,12.63,0.09
PHELPS,MO,2009,282100,42257,6.68,3,21757,20500,92.38,2.76,0.73,2.15,1307,18.5,38126,17.3,32.1,25.8,24.9,31.3,36.5,61.51,7.29,0.03
WHITFIELD,GA,2008,281700,93812,3,2,47922,45890,91.76,5.1,0.57,33.66,4596.25,14.1,44060,34.05,28.95,23.25,13.7,29,29.51,69.48,5.91173503,0.05
CAPE GIRARDEAU,MO,2010,281690,75674,3.72,3,36612,39062,89.64,7.12,0.29,1.95,3776,15.2,44569,14.3,32.55,26.15,27,27.1,29.96,68.66,7.33,0.05
