BUYER_COUNTY,BUYER_STATE,year_x,DOSAGE_UNIT,TOT_POP,drugdensity,densitybins,TOT_MALE,TOT_FEMALE,WA_PER,BA_PER,IA_PER,H_PER,GRNDTOT,Poverty_Percent,Median_Income,ltHS,HS,sCorA,B+,ObesityPercent,democrat,republican,Unemp_Yearly_Rate,crimerate,label,color,FEMALE_PER,HSorLess,CollegeorMore
HENDERSON,KY,2007,187700.0,45197.0,4.15,3,0.49,23247.0,91.15,7.26,0.19,1.63,3571.25,12.7,41692.0,17.7,36.75,30.25,15.3,30.9,48.78,49.95,5.02,0.08,3,Green,0.51,54.45,45.55
MARION,OH,2011,187640.0,66587.0,2.82,2,0.53,31452.0,91.5,6.04,0.23,2.26,2856.0,18.4,42141.0,16.3,43.75,27.65,12.3,34.2,45.38,52.43,9.86,0.04,3,Green,0.47,60.05,39.95
SPALDING,GA,2009,187640.0,64782.0,2.9,2,0.48,33413.0,64.21,33.21,0.32,3.27,6098.0,20.4,40231.0,25.8,36.45,23.4,14.35,31.8,39.98,59.06,8.737681398252178,0.09,3,Green,0.52,62.25,37.75
ALBEMARLE,VA,2008,187600.0,93234.0,2.01,1,0.48,48316.0,83.72,10.35,0.24,3.89,3358.25,6.8,66606.0,10.6,17.75,21.75,50.0,23.9,58.43,40.36,2.7,0.04,2,Yellow,0.52,28.35,71.75
FRANKLIN,VA,2010,187600.0,56159.0,3.34,3,0.49,28453.0,89.65,8.31,0.46,2.54,2201.0,14.4,40931.0,20.8,32.8,28.65,17.75,29.0,35.95,61.64,8.72,0.04,3,Green,0.51,53.599999999999994,46.4
GRANT,KY,2007,187600.0,25141.0,7.46,3,0.49,12704.0,97.13,1.17,0.28,1.74,566.25,15.6,42126.0,22.5,44.5,22.15,10.9,32.2,34.65,64.06,5.49,0.02,3,Green,0.51,67.0,33.05
ALBEMARLE,VA,2012,187560.0,101463.0,1.85,1,0.48,52909.0,82.57,9.8,0.38,5.57,2986.0,9.4,70813.0,10.6,17.75,21.75,50.0,22.9,55.2,43.22,5.21,0.03,2,Yellow,0.52,28.35,71.75
WAYNE,PA,2011,187460.0,52725.0,3.56,3,0.53,24983.0,94.81,3.45,0.23,3.62,1341.0,14.1,47824.0,14.9,43.45,24.2,17.5,31.3,39.98,58.67,8.12,0.03,3,Green,0.47,58.35,41.7
CLAIBORNE,TN,2007,187350.0,31170.0,6.01,3,0.49,15956.0,96.82,1.54,0.32,1.06,2117.25,22.3,29822.0,30.55,37.5,21.0,10.95,30.0,31.72,66.94,5.36,0.07,0,Red,0.51,68.05,31.95
WARE,GA,2006,187260.0,35577.0,5.26,3,0.5,17909.0,69.9,28.32,0.24,3.08,2161.75,20.9,31944.0,23.65,40.05,23.9,12.45,29.6,31.53,68.0,5.0724936472346815,0.06,0,Red,0.5,63.699999999999996,36.349999999999994
SUSSEX,NJ,2006,187204.0,151339.0,1.24,1,0.5,75963.0,94.96,1.87,0.19,5.61,4556.0,4.6,78050.0,7.9,32.4,28.95,30.8,21.7,36.95,62.19,4.15,0.03,2,Yellow,0.5,40.3,59.75
JEFFERSON,WI,2011,187200.0,83830.0,2.23,1,0.5,42102.0,96.85,0.89,0.44,6.75,5212.0,10.1,53710.0,11.95,36.35,31.05,20.65,30.4,46.56,52.05,7.58,0.06,1,Blue,0.5,48.3,51.7
KNOX,IN,2007,187200.0,37888.0,4.94,3,0.5,18990.0,95.91,2.17,0.25,1.24,1368.75,17.1,40042.0,15.05,36.3,33.4,15.25,28.5,43.53,55.31,4.02,0.04,3,Green,0.5,51.349999999999994,48.65
ROANOKE,VA,2007,187160.0,90083.0,2.08,1,0.47,47548.0,90.85,5.72,0.19,2.06,3809.25,6.0,59060.0,11.05,26.85,30.6,31.45,24.6,37.71,61.26,2.53,0.04,1,Blue,0.53,37.900000000000006,62.05
SAN PATRICIO,TX,2008,187050.0,67833.0,2.76,2,0.5,33895.0,93.18,3.52,0.95,53.0,4178.75,17.1,44909.0,25.2,31.1,30.05,13.65,27.0,41.38,57.97,7.646000000000001,0.06,3,Green,0.5,56.3,43.7
ISABELLA,MI,2012,187010.0,70664.0,2.65,2,0.49,36349.0,89.11,2.59,3.71,3.54,3419.0,28.9,38041.0,10.95,32.3,30.1,26.65,29.9,54.06,44.78,7.42,0.05,3,Green,0.51,43.25,56.75
GRANT,KY,2010,187000.0,24662.0,7.58,3,0.5,12361.0,97.7,0.79,0.24,2.34,630.0,18.4,42690.0,22.5,44.5,22.15,10.9,35.0,34.09,64.37,11.78,0.03,3,Green,0.5,67.0,33.05
JEFFERSON,OH,2006,187000.0,69313.0,2.7,2,0.48,36030.0,92.59,5.58,0.26,1.0,1529.25,17.7,33330.0,14.0,44.7,28.0,13.35,28.8,50.69,48.05,6.93,0.02,0,Red,0.52,58.7,41.35
LEVY,FL,2008,186980.0,39218.0,4.77,3,0.49,20095.0,86.49,10.93,0.56,5.95,0.0,17.8,35267.0,21.3,39.8,27.65,11.25,29.1,35.84,62.77,5.911735029940126,0.0,0,Red,0.51,61.099999999999994,38.9
VALENCIA,NM,2008,186930.0,72428.0,2.58,2,0.51,35540.0,90.33,2.25,4.79,56.06,2066.25,15.7,42970.0,20.85,32.7,30.9,15.55,26.5,53.17,45.45,5.1,0.03,3,Green,0.49,53.550000000000004,46.45
HOWELL,MO,2007,186900.0,38583.0,4.84,3,0.48,19872.0,95.99,0.96,1.03,1.73,1620.5,20.7,31758.0,20.45,38.65,27.75,13.15,29.6,33.07,65.3,4.66,0.04,0,Red,0.52,59.099999999999994,40.9
EAU CLAIRE,WI,2009,186830.0,99456.0,1.88,1,0.49,51007.0,94.37,1.0,0.63,1.77,9207.0,15.6,44359.0,8.95,28.5,33.85,28.65,28.2,59.17,39.18,6.8,0.09,3,Green,0.51,37.45,62.5
EAU CLAIRE,WI,2008,186800.0,98198.0,1.9,1,0.49,50279.0,94.48,0.95,0.6,1.68,7741.5,11.8,48483.0,8.95,28.5,33.85,28.65,26.4,60.25,38.1,4.14,0.08,1,Blue,0.51,37.45,62.5
ANDERSON,TX,2012,186790.0,58065.0,3.22,2,0.61,22740.0,75.43,21.59,0.61,16.45,1892.0,22.5,41530.0,27.7,31.95,28.6,11.75,33.4,23.52,75.64,6.47,0.03,3,Green,0.39,59.65,40.35
SHIAWASSEE,MI,2010,186730.0,70648.0,2.64,2,0.49,35727.0,97.37,0.47,0.51,2.4,2224.0,15.0,45444.0,11.7,37.8,35.45,14.95,34.6,52.17,46.03,12.88,0.03,3,Green,0.51,49.5,50.400000000000006
KNOX,KY,2011,186700.0,31882.0,5.86,3,0.49,16372.0,97.37,1.09,0.24,0.91,316.0,34.0,25536.0,38.95,34.95,16.75,9.4,33.8,23.53,75.1,13.3,0.01,0,Red,0.51,73.9,26.15
DANVILLE CITY,VA,2006,186680.0,45213.0,4.13,3,0.45,24678.0,53.63,44.43,0.21,2.04,5722.0,22.3,28872.0,25.5,29.55,28.6,16.4,28.8,54.25,44.6,5.0724936472346815,0.13,0,Red,0.55,55.05,45.0
NATRONA,WY,2011,186670.0,76391.0,2.44,2,0.5,37911.0,94.88,1.08,1.24,7.22,7239.0,11.5,52904.0,9.75,30.0,38.8,21.4,27.1,28.58,67.64,6.07,0.09,1,Blue,0.5,39.75,60.199999999999996
WAYNESBORO CITY,VA,2012,186670.0,21069.0,8.86,3,0.47,11094.0,84.18,11.47,0.39,6.55,1448.0,15.2,43883.0,18.15,33.25,27.1,21.45,30.0,43.68,54.49,7.747876584638352,0.07,3,Green,0.53,51.4,48.55
GRANVILLE,NC,2012,186580.0,57550.0,3.24,2,0.51,28150.0,64.89,32.15,0.75,7.26,2446.0,19.9,46303.0,21.7,32.8,28.55,17.0,37.0,51.75,47.21,7.98,0.04,3,Green,0.49,54.5,45.55
PITTSBURG,OK,2009,186500.0,45132.0,4.13,3,0.51,22117.0,76.99,4.65,12.81,4.4,1811.0,17.2,37526.0,18.65,36.8,29.95,14.6,32.1,31.49,68.51,6.16,0.04,0,Red,0.49,55.449999999999996,44.55
ANGELINA,TX,2006,186490.0,82147.0,2.27,2,0.49,41858.0,82.47,15.13,0.47,18.04,3646.0,15.4,39342.0,23.85,30.3,30.15,15.7,29.3,32.48,66.94,4.75,0.04,3,Green,0.51,54.150000000000006,45.849999999999994
TROUP,GA,2010,186430.0,67044.0,2.78,2,0.48,34829.0,63.01,33.58,0.34,3.24,5757.0,21.1,39422.0,21.7,34.6,25.4,18.25,30.9,40.38,58.77,9.298865844544112,0.09,3,Green,0.52,56.3,43.65
TUOLUMNE,CA,2007,186400.0,55688.0,3.35,3,0.53,26221.0,91.68,2.55,1.95,10.46,2813.25,12.5,45478.0,12.5,29.45,39.7,18.35,22.8,41.47,56.38,6.2,0.05,3,Green,0.47,41.95,58.050000000000004
AUTAUGA,AL,2006,186360.0,49118.0,3.79,3,0.49,25215.0,78.32,19.36,0.49,2.15,1280.75,12.5,46491.0,16.8,33.7,28.0,21.5,27.9,24.73,74.64,3.33,0.03,3,Green,0.51,50.5,49.5
DOUGHERTY,GA,2008,186330.0,95058.0,1.96,1,0.47,50802.0,36.05,61.42,0.29,2.44,5753.0,25.3,35729.0,21.8,28.65,30.25,19.25,32.6,67.28,32.3,5.911735029940126,0.06,0,Red,0.53,50.45,49.5
SAINT MARY,LA,2009,186330.0,50887.0,3.66,3,0.49,25958.0,63.03,32.63,1.39,3.83,4856.0,18.0,38437.0,27.15,43.6,19.2,10.0,38.1,40.59,57.86,8.737681398252178,0.1,3,Green,0.51,70.75,29.2
LASSEN,CA,2008,186300.0,34562.0,5.39,3,0.64,12444.0,82.37,10.47,3.31,16.19,1247.0,20.7,47333.0,19.05,31.65,37.8,11.55,28.4,31.49,65.72,9.58,0.04,3,Green,0.36,50.7,49.349999999999994
VERMILION,IL,2006,186300.0,81544.0,2.28,2,0.5,41113.0,86.22,11.6,0.28,3.78,0.0,17.6,38817.0,17.05,39.6,29.9,13.55,27.3,46.55,52.2,5.57,0.0,3,Green,0.5,56.650000000000006,43.45
OZAUKEE,WI,2011,186165.0,86787.0,2.15,1,0.49,44253.0,95.26,1.42,0.29,2.42,2557.0,5.3,74631.0,5.95,22.55,28.3,43.15,25.3,35.38,63.54,6.12,0.03,2,Yellow,0.51,28.5,71.45
ALLEN,OH,2007,186160.0,104969.0,1.77,1,0.5,53002.0,85.84,11.55,0.25,1.92,7381.75,14.5,43840.0,14.25,40.3,29.95,15.55,31.1,37.49,61.21,6.3,0.07,3,Green,0.5,54.55,45.5
JONES,MS,2007,186120.0,67044.0,2.78,2,0.49,34067.0,70.74,27.65,0.5,4.34,3833.0,21.7,34279.0,21.95,31.65,30.1,16.2,34.6,29.68,69.78,4.54,0.06,0,Red,0.51,53.599999999999994,46.3
SAINT CLAIR,AL,2007,186100.0,78521.0,2.37,2,0.5,39033.0,88.1,10.1,0.4,1.77,2652.25,11.6,50046.0,22.25,35.4,28.8,13.55,33.9,18.08,80.98,4.952953714072414,0.03,1,Blue,0.5,57.65,42.35
GUADALUPE,TX,2009,186080.0,120910.0,1.54,1,0.49,61079.0,88.68,7.18,0.88,36.0,4196.0,11.2,57817.0,16.85,30.05,30.15,22.95,30.0,33.48,65.5,5.426,0.03,1,Blue,0.51,46.900000000000006,53.099999999999994
HAYS,TX,2007,186080.0,142490.0,1.31,1,0.5,71425.0,91.6,4.95,0.81,33.23,5987.0,13.7,55132.0,13.15,22.5,30.35,33.95,24.8,46.62,51.77,3.58,0.04,1,Blue,0.5,35.65,64.30000000000001
HUNTERDON,NJ,2008,186080.0,129952.0,1.43,1,0.5,65390.0,92.12,3.24,0.19,4.67,3304.75,3.7,102249.0,6.8,23.6,23.35,46.25,19.8,43.09,56.57,3.7,0.03,2,Yellow,0.5,30.400000000000002,69.6
HENRY,IN,2007,186050.0,46914.0,3.97,3,0.49,23831.0,97.34,1.45,0.19,1.18,1524.25,10.3,42306.0,15.85,44.0,26.0,14.1,30.2,44.13,54.35,5.78,0.03,3,Green,0.51,59.85,40.1
AVOYELLES,LA,2012,186000.0,41572.0,4.47,3,0.5,20746.0,67.16,29.44,1.26,1.58,2330.0,25.0,32582.0,33.15,38.15,18.9,9.8,38.8,35.68,62.65,7.49,0.06,0,Red,0.5,71.3,28.7
SUMTER,FL,2008,186000.0,75217.0,2.47,2,0.53,35215.0,84.04,13.47,0.6,8.97,0.0,13.2,48106.0,15.55,34.45,28.4,21.55,26.7,36.13,63.16,5.911735029940126,0.0,3,Green,0.47,50.0,49.95
PEARL RIVER,MS,2006,185964.0,55895.0,3.33,2,0.49,28573.0,84.81,13.07,0.56,2.14,2966.5,19.7,34287.0,20.6,30.6,34.35,14.45,31.2,21.16,78.25,6.56,0.05,0,Red,0.51,51.2,48.8
CLEARFIELD,PA,2008,185930.0,82707.0,2.25,1,0.52,40056.0,95.49,3.31,0.17,1.21,2615.5,16.0,37324.0,17.05,50.35,20.0,12.6,30.9,43.1,55.26,6.7,0.03,0,Red,0.48,67.4,32.6
KNOX,IN,2008,185930.0,38004.0,4.89,3,0.5,19051.0,95.66,2.31,0.27,1.3,1368.75,16.6,39509.0,15.05,36.3,33.4,15.25,29.4,46.08,52.6,5.04,0.04,3,Green,0.5,51.349999999999994,48.65
HOPKINS,TX,2007,185900.0,34041.0,5.46,3,0.49,17308.0,88.8,8.49,0.83,13.49,2181.75,14.6,39105.0,21.7,36.1,26.05,16.2,29.2,27.62,71.77,3.62,0.06,3,Green,0.51,57.8,42.25
SHIAWASSEE,MI,2009,185860.0,69962.0,2.66,2,0.49,35410.0,96.92,1.02,0.51,2.17,2154.0,14.4,42870.0,11.7,37.8,35.45,14.95,31.9,52.72,45.35,13.8,0.03,3,Green,0.51,49.5,50.400000000000006
TIFT,GA,2011,185830.0,41152.0,4.52,3,0.48,21306.0,66.02,31.04,0.4,10.15,1851.0,26.4,33669.0,24.95,32.55,26.3,16.2,32.3,33.42,66.0,8.610905864774008,0.04,0,Red,0.52,57.5,42.5
WALTON,FL,2009,185830.0,54879.0,3.39,3,0.51,27013.0,88.31,7.9,1.0,4.24,0.0,15.8,42854.0,19.05,29.4,30.0,21.45,26.5,25.75,73.09,8.737681398252178,0.0,3,Green,0.49,48.45,51.45
JACKSON,GA,2008,185820.0,62115.0,2.99,2,0.5,31331.0,87.62,9.19,0.28,5.79,2079.75,12.1,51329.0,24.55,34.25,25.45,15.7,26.9,21.56,77.42,5.911735029940126,0.03,1,Blue,0.5,58.8,41.15
GUERNSEY,OH,2008,185800.0,40220.0,4.62,3,0.49,20428.0,96.06,1.91,0.35,1.05,1259.5,17.1,37325.0,18.65,44.45,24.95,11.95,29.8,44.01,53.09,8.6,0.03,0,Red,0.51,63.1,36.9
DICKSON,TN,2009,185700.0,48270.0,3.85,3,0.49,24450.0,92.68,5.16,0.55,2.71,3514.0,15.4,43261.0,22.25,41.45,23.35,13.0,30.1,37.58,60.7,11.04,0.07,3,Green,0.51,63.7,36.35
GENESEE,NY,2011,185700.0,59886.0,3.1,2,0.5,30091.0,93.56,2.94,1.16,2.79,1976.0,13.0,45955.0,12.25,37.0,31.9,18.85,29.2,37.57,53.45,7.78,0.03,3,Green,0.5,49.25,50.75
SARPY,NE,2007,185600.0,145448.0,1.28,1,0.5,72651.0,91.22,4.45,0.58,6.29,4899.0,6.2,63776.0,5.75,23.0,36.35,34.85,28.5,38.37,60.01,2.9,0.03,1,Blue,0.5,28.75,71.2
KAY,OK,2009,185390.0,46281.0,4.01,3,0.49,23692.0,84.02,2.56,8.85,7.08,2768.0,17.7,36827.0,16.15,32.8,31.95,19.2,36.3,29.09,70.91,7.43,0.06,0,Red,0.51,48.949999999999996,51.15
WINCHESTER CITY,VA,2012,185390.0,27012.0,6.86,3,0.49,13683.0,82.52,11.11,0.82,16.3,2667.0,16.4,42305.0,20.5,26.9,24.45,28.1,26.5,49.48,48.04,7.747876584638352,0.1,3,Green,0.51,47.4,52.55
ADAMS,IL,2009,185320.0,66950.0,2.77,2,0.48,34501.0,94.42,3.66,0.24,1.37,0.0,15.7,41582.0,12.3,36.2,31.05,20.5,30.8,36.57,62.2,7.3,0.0,3,Green,0.52,48.5,51.55
BARREN,KY,2009,185230.0,41758.0,4.44,3,0.49,21457.0,94.07,4.29,0.21,1.85,2085.0,19.7,35993.0,24.15,40.45,21.7,13.65,29.2,32.39,66.16,7.689999999999999,0.05,0,Red,0.51,64.6,35.35
DUNKLIN,MO,2010,185160.0,31953.0,5.79,3,0.48,16609.0,87.99,9.83,0.32,5.4,1675.0,27.3,29372.0,31.0,36.95,21.1,11.0,35.5,36.37,62.09,13.48,0.05,0,Red,0.52,67.95,32.1
TEHAMA,CA,2006,185100.0,60363.0,3.07,2,0.5,30240.0,93.04,1.0,2.3,19.87,3658.25,17.6,35639.0,20.15,31.6,35.45,12.85,22.5,34.34,63.64,6.48,0.06,0,Red,0.5,51.75,48.300000000000004
TOMPKINS,NY,2009,185100.0,102307.0,1.81,1,0.5,51392.0,85.13,4.26,0.39,4.21,4097.0,18.8,45535.0,7.05,21.1,21.8,50.05,23.1,68.33,27.48,5.87,0.04,3,Green,0.5,28.150000000000002,71.85
EDDY,NM,2011,185000.0,54056.0,3.42,3,0.5,26963.0,93.69,1.7,2.22,44.81,3869.0,15.2,46212.0,20.1,35.5,29.5,14.85,31.4,33.05,64.53,5.09,0.07,3,Green,0.5,55.6,44.35
STAUNTON CITY,VA,2010,185000.0,23746.0,7.79,3,0.45,12999.0,84.52,12.28,0.21,2.16,2251.0,15.2,40855.0,17.4,30.1,25.45,27.1,28.9,50.83,47.71,9.298865844544112,0.09,3,Green,0.55,47.5,52.55
AROOSTOOK,ME,2012,184990.0,70767.0,2.61,2,0.49,35899.0,95.67,0.76,1.8,1.0,2997.0,16.5,37996.0,17.75,38.25,27.45,16.55,33.9,52.5,44.88,9.38,0.04,3,Green,0.51,56.0,44.0
WOOD,TX,2009,184940.0,42975.0,4.3,3,0.49,21862.0,90.83,6.83,0.77,9.45,1371.0,15.0,38940.0,19.1,33.85,31.75,15.25,29.5,21.26,78.01,7.026000000000001,0.03,3,Green,0.51,52.95,47.0
ARMSTRONG,PA,2007,184920.0,68785.0,2.69,2,0.49,34970.0,97.98,1.06,0.13,0.77,2105.5,13.1,40217.0,15.35,49.85,22.0,12.8,29.7,37.45,61.46,5.02,0.03,3,Green,0.51,65.2,34.8
CLARK,KY,2010,184900.0,35613.0,5.19,3,0.49,18219.0,93.34,4.84,0.15,2.5,1487.0,17.4,45016.0,19.55,35.55,26.3,18.65,31.7,35.35,63.13,10.78,0.04,3,Green,0.51,55.099999999999994,44.95
DICKENSON,VA,2012,184860.0,15706.0,11.77,4,0.51,7756.0,98.78,0.39,0.21,0.69,756.0,21.3,35147.0,33.3,36.15,22.55,8.0,29.8,35.82,61.91,10.63,0.05,0,Red,0.49,69.44999999999999,30.55
BOYLE,KY,2012,184810.0,29021.0,6.37,3,0.49,14780.0,89.38,7.49,0.28,3.0,1594.0,17.8,42058.0,18.3,34.95,25.6,21.15,31.5,36.14,62.26,8.98,0.05,3,Green,0.51,53.25,46.75
HARLAN,KY,2007,184760.0,31064.0,5.95,3,0.49,15988.0,95.14,2.77,0.49,0.96,1475.75,29.3,25939.0,34.95,34.6,20.4,10.15,29.8,29.34,69.24,8.97,0.05,0,Red,0.51,69.55000000000001,30.549999999999997
BARRY,MO,2012,184740.0,35334.0,5.23,3,0.5,17748.0,95.23,0.39,1.12,8.06,1786.0,23.4,34712.0,21.35,41.35,25.5,11.75,32.3,26.56,71.22,7.06,0.05,0,Red,0.5,62.7,37.25
ANDERSON,TX,2010,184660.0,58458.0,3.16,2,0.61,22937.0,75.65,21.59,0.62,15.89,2479.0,20.9,40482.0,27.7,31.95,28.6,11.75,34.0,25.66,73.5,8.1,0.04,3,Green,0.39,59.65,40.35
PORTSMOUTH CITY,VA,2008,184660.0,98971.0,1.87,1,0.49,50576.0,45.73,50.92,0.42,3.12,8092.0,17.9,45292.0,19.4,29.35,33.4,17.85,32.5,69.27,29.97,5.911735029940126,0.08,3,Green,0.51,48.75,51.25
CALAVERAS,CA,2011,184630.0,45160.0,4.09,3,0.5,22554.0,92.44,0.9,1.82,10.54,1624.0,12.5,50599.0,12.15,28.1,41.55,18.2,24.3,40.38,56.34,13.92,0.04,1,Blue,0.5,40.25,59.75
MARATHON,WI,2009,184630.0,131658.0,1.4,1,0.5,65581.0,92.59,0.74,0.53,1.73,7749.0,10.3,50495.0,12.2,36.75,29.65,21.4,30.9,51.73,46.6,8.76,0.06,1,Blue,0.5,48.95,51.05
BELMONT,OH,2006,184600.0,68711.0,2.69,2,0.5,34267.0,94.02,4.55,0.19,0.69,971.0,16.0,35561.0,14.35,44.25,27.75,13.6,28.2,51.52,47.19,5.85,0.01,0,Red,0.5,58.6,41.35
HIGHLAND,OH,2010,184600.0,43589.0,4.24,3,0.49,22241.0,96.68,1.39,0.27,0.73,1238.0,18.6,38643.0,19.9,44.75,24.3,11.0,32.9,34.83,63.01,17.25,0.03,3,Green,0.51,64.65,35.3
DUNKLIN,MO,2011,184500.0,32002.0,5.77,3,0.48,16571.0,87.59,10.08,0.35,5.75,1731.0,28.1,32018.0,31.0,36.95,21.1,11.0,34.1,35.25,63.2,12.12,0.05,0,Red,0.52,67.95,32.1
LAURENS,GA,2007,184480.0,47478.0,3.89,3,0.48,24665.0,62.65,35.27,0.25,2.11,2935.5,23.0,36092.0,22.9,40.7,21.5,14.9,31.2,38.34,61.12,4.952953714072414,0.06,0,Red,0.52,63.6,36.4
MADERA,CA,2008,184480.0,147739.0,1.25,1,0.48,76744.0,88.02,4.48,2.82,50.78,4732.5,18.2,46066.0,31.5,25.05,30.55,12.9,28.7,42.38,55.68,9.49,0.03,3,Green,0.52,56.55,43.45
WAYNE,IN,2008,184430.0,67754.0,2.72,2,0.48,35058.0,92.35,5.25,0.23,2.25,2869.0,17.2,40783.0,18.2,38.6,27.25,15.95,27.9,47.12,50.97,7.1,0.04,3,Green,0.52,56.8,43.2
MONTGOMERY,NY,2010,184400.0,50219.0,3.67,3,0.49,25772.0,94.89,2.27,0.43,11.26,1765.0,17.1,40035.0,18.35,37.25,29.05,15.3,26.9,44.79,48.67,10.09,0.04,3,Green,0.51,55.6,44.35
PICKAWAY,OH,2007,184400.0,54346.0,3.39,3,0.54,25165.0,92.2,6.05,0.33,1.02,1113.5,11.9,49408.0,17.7,43.1,24.8,14.35,30.4,38.08,60.47,6.06,0.02,1,Blue,0.46,60.8,39.15
TANEY,MO,2009,184400.0,48059.0,3.84,3,0.48,24761.0,95.07,1.79,0.93,4.37,2286.0,15.8,37319.0,14.85,36.8,32.0,16.35,32.1,29.46,69.19,12.06,0.05,0,Red,0.52,51.65,48.35
KAY,OK,2012,184260.0,45703.0,4.03,3,0.49,23130.0,81.75,2.17,10.45,6.99,2516.0,18.6,39591.0,16.15,32.8,31.95,19.2,28.7,28.69,71.31,7.1,0.06,3,Green,0.51,48.949999999999996,51.15
GREENBRIER,WV,2010,184250.0,35480.0,5.19,3,0.49,18184.0,94.97,2.79,0.37,1.19,568.0,20.8,35456.0,21.1,40.45,21.55,16.95,30.2,39.58,58.14,8.76,0.02,0,Red,0.51,61.550000000000004,38.5
OGEMAW,MI,2009,184200.0,21102.0,8.73,3,0.5,10557.0,96.54,0.89,0.76,1.68,906.0,18.9,32585.0,20.0,39.25,30.1,10.7,33.6,49.11,48.87,12.9,0.04,0,Red,0.5,59.25,40.8
ALBEMARLE,VA,2011,184190.0,100202.0,1.84,1,0.48,52166.0,82.68,9.88,0.4,5.58,3267.0,9.7,63972.0,10.6,17.75,21.75,50.0,25.6,56.01,42.5,5.58,0.03,1,Blue,0.52,28.35,71.75
CALAVERAS,CA,2010,184130.0,45578.0,4.04,3,0.5,22756.0,92.59,0.9,1.76,10.32,1645.0,11.1,50745.0,12.15,28.1,41.55,18.2,25.8,40.95,55.91,14.49,0.04,1,Blue,0.5,40.25,59.75
SCOTT,IN,2007,184100.0,23754.0,7.75,3,0.5,11958.0,98.0,0.74,0.19,1.45,727.0,16.5,39451.0,21.85,42.25,24.95,10.85,28.9,47.09,51.36,5.25,0.03,3,Green,0.5,64.1,35.8
HURON,OH,2011,184010.0,59411.0,3.1,2,0.49,30172.0,96.76,1.21,0.24,5.84,830.0,14.6,48196.0,15.75,47.65,24.35,12.3,34.9,45.28,52.3,11.38,0.01,3,Green,0.51,63.4,36.650000000000006
JACKSON,OH,2008,184000.0,33371.0,5.51,3,0.49,17100.0,97.05,1.19,0.4,1.59,1004.25,20.7,36888.0,21.35,42.5,22.75,13.4,31.1,38.57,58.74,8.48,0.03,0,Red,0.51,63.85,36.15
MUSKOGEE,OK,2006,184000.0,70453.0,2.61,2,0.49,36176.0,65.78,12.28,15.15,4.41,4209.0,19.1,32962.0,19.85,34.15,28.85,17.15,29.4,43.95,56.05,5.12,0.06,0,Red,0.51,54.0,46.0
NEZ PERCE,ID,2010,184000.0,39265.0,4.69,3,0.5,19797.0,90.92,0.31,5.7,2.82,2362.0,12.5,43580.0,11.25,31.6,36.4,20.8,32.2,39.13,58.63,6.7,0.06,3,Green,0.5,42.85,57.2
CARROLL,TN,2009,183980.0,28504.0,6.45,3,0.48,14703.0,86.82,11.08,0.41,2.21,1700.0,19.6,34747.0,25.55,39.95,21.1,13.45,36.8,33.63,64.65,15.99,0.06,0,Red,0.52,65.5,34.55
WISE,TX,2012,183920.0,60414.0,3.04,2,0.5,30081.0,95.84,1.28,0.98,17.9,1778.0,11.9,53927.0,19.45,34.7,30.75,15.1,32.0,15.53,82.95,6.57,0.03,1,Blue,0.5,54.150000000000006,45.85
BASTROP,TX,2012,183910.0,74858.0,2.46,2,0.51,36665.0,87.26,7.97,1.72,33.91,3214.0,14.3,50024.0,21.2,30.3,29.85,18.65,32.5,40.29,57.32,6.84,0.04,1,Blue,0.49,51.5,48.5
POLK,GA,2006,183900.0,40959.0,4.49,3,0.5,20335.0,84.53,13.62,0.34,11.08,2092.25,15.5,37045.0,30.0,36.65,23.0,10.35,26.5,29.96,69.05,5.0724936472346815,0.05,0,Red,0.5,66.65,33.35
SPOTSYLVANIA,VA,2007,183900.0,118773.0,1.55,1,0.49,60181.0,80.07,15.28,0.33,6.97,4136.75,6.0,74374.0,13.15,31.05,29.2,26.6,29.2,43.68,55.38,2.52,0.03,2,Yellow,0.51,44.2,55.8
MURRAY,GA,2012,183890.0,39317.0,4.68,3,0.5,19821.0,96.12,1.03,1.0,13.42,1764.0,21.9,35918.0,35.65,36.25,19.7,8.4,28.9,22.66,75.27,7.747876584638352,0.04,0,Red,0.5,71.9,28.1
BENTON,OR,2010,183880.0,85579.0,2.15,1,0.5,42711.0,89.37,0.96,0.87,6.39,2860.0,19.1,49156.0,5.75,14.65,29.1,50.6,22.4,63.16,33.15,7.11,0.03,1,Blue,0.5,20.4,79.7
SALEM,VA,2010,183880.0,24802.0,7.41,3,0.47,13035.0,89.39,7.26,0.31,2.42,1891.0,9.7,46636.0,14.0,31.8,30.4,23.75,28.3,40.14,58.19,9.298865844544112,0.08,3,Green,0.53,45.8,54.15
LOUDON,TN,2008,183800.0,46246.0,3.97,3,0.49,23447.0,95.83,2.14,0.39,5.27,2446.0,11.1,49673.0,19.5,33.45,25.45,21.6,30.5,27.31,71.29,5.65,0.05,1,Blue,0.51,52.95,47.05
SCOTT,KY,2010,183800.0,47173.0,3.9,3,0.49,23919.0,91.81,5.35,0.33,4.23,2220.0,11.3,56791.0,14.8,32.2,28.8,24.2,32.6,37.85,60.67,8.71,0.05,1,Blue,0.51,47.0,53.0
HENRY,TN,2012,183770.0,32370.0,5.68,3,0.48,16730.0,89.58,8.08,0.34,1.91,2086.0,19.2,35892.0,22.25,43.4,20.35,14.0,36.0,34.06,64.31,9.41,0.06,0,Red,0.52,65.65,34.35
